alg	priorTime	CE	app
RND	0.0	0.970588207244873	LF
RND	0.0	0.9656862616539001	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.9656862616539001	LF
RND	0.0	0.9411764740943909	LF
RND	0.0	0.906862735748291	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.9656862616539001	LF
RND	0.0	0.8725489974021912	LF
RND	0.0	0.9411764740943909	LF
RND	0.0	0.4313725531101227	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.9607843160629272	LF
RND	0.0	0.9607843160629272	LF
RND	0.0	0.9411764740943909	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.9656862616539001	LF
RND	0.0	0.9656862616539001	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.9656862616539001	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.9656862616539001	LF
RND	0.0	0.970588207244873	LF
RND	0.0	0.9656862616539001	LF
RND	1.0	0.4215686321258545	LF
RND	1.0	0.970588207244873	LF
RND	1.0	0.8088235259056091	LF
RND	1.0	0.970588207244873	LF
RND	1.0	0.970588207244873	LF
RND	1.0	0.970588207244873	LF
RND	1.0	0.9656862616539001	LF
RND	1.0	0.9460784196853638	LF
RND	1.0	0.4313725531101227	LF
RND	1.0	0.9656862616539001	LF
RND	1.0	0.970588207244873	LF
RND	1.0	0.970588207244873	LF
RND	1.0	0.970588207244873	LF
RND	1.0	0.970588207244873	LF
RND	1.0	0.9656862616539001	LF
RND	1.0	0.970588207244873	LF
RND	1.0	0.9656862616539001	LF
RND	1.0	0.970588207244873	LF
RND	1.0	0.970588207244873	LF
RND	1.0	0.970588207244873	LF
