alg	priorTime	CE	app
RND	0.0	0.7697362303733826	TM
RND	0.0	0.8280856609344482	TM
RND	0.0	0.9147142171859741	TM
RND	0.0	0.9102346301078796	TM
RND	0.0	0.21688953042030334	TM
RND	0.0	0.19774900376796722	TM
RND	0.0	0.9320942759513855	TM
RND	0.0	0.9412692785263062	TM
RND	0.0	0.7479017972946167	TM
RND	0.0	0.6899223327636719	TM
RND	0.0	0.6680486798286438	TM
RND	0.0	0.8207859992980957	TM
RND	0.0	0.9168446660041809	TM
RND	0.0	0.7388781309127808	TM
RND	0.0	0.9326605796813965	TM
RND	0.0	0.7239705324172974	TM
RND	0.0	0.8178650736808777	TM
RND	0.0	0.9255319237709045	TM
RND	0.0	0.9456788301467896	TM
RND	0.0	0.8798923492431641	TM
RND	0.0	0.8338547348976135	TM
RND	0.0	0.8302049040794373	TM
RND	0.0	0.8785243630409241	TM
RND	0.0	0.6871667504310608	TM
RND	0.0	0.9297255873680115	TM
RND	0.0	0.7971266508102417	TM
RND	0.0	0.722997784614563	TM
RND	0.0	0.653611958026886	TM
RND	0.0	0.5741653442382812	TM
RND	0.0	0.9043422341346741	TM
RND	0.0	0.8456115126609802	TM
RND	0.0	0.8788355588912964	TM
RND	0.0	0.6199058294296265	TM
RND	0.0	0.7476747035980225	TM
RND	0.0	0.7979087829589844	TM
RND	0.0	0.8841392397880554	TM
RND	0.0	0.915272057056427	TM
RND	0.0	0.9254142045974731	TM
RND	0.0	0.7888094782829285	TM
RND	0.0	0.9004709720611572	TM
RND	0.0	0.8356375694274902	TM
RND	0.0	0.9327054023742676	TM
RND	0.0	0.9036750197410583	TM
RND	0.0	0.7626720666885376	TM
RND	0.0	0.6614358425140381	TM
RND	0.0	0.8057354092597961	TM
RND	0.0	0.7946093678474426	TM
RND	0.0	0.8447901606559753	TM
RND	0.0	0.7056681513786316	TM
RND	0.0	0.5988983511924744	TM
