alg	priorTime	CE	app
RND	0.0	0.4574698209762573	RM
RND	0.0	0.9161561727523804	RM
RND	0.0	0.09034349024295807	RM
RND	0.0	0.9273654818534851	RM
RND	0.0	0.6262523531913757	RM
RND	0.0	0.3224368393421173	RM
RND	0.0	0.7845902442932129	RM
RND	0.0	0.87225741147995	RM
RND	0.0	0.7278572916984558	RM
RND	0.0	0.9259230494499207	RM
RND	0.0	0.901288628578186	RM
RND	0.0	0.4981622099876404	RM
RND	0.0	0.8656013607978821	RM
RND	0.0	0.8834406733512878	RM
RND	0.0	0.8785746097564697	RM
RND	0.0	0.9117680191993713	RM
RND	0.0	0.5955875515937805	RM
RND	0.0	0.9223343133926392	RM
RND	0.0	0.8749163746833801	RM
RND	0.0	0.44427934288978577	RM
RND	0.0	0.9217694997787476	RM
RND	0.0	0.4550020396709442	RM
RND	0.0	0.8766194581985474	RM
RND	0.0	0.8655839562416077	RM
RND	0.0	0.9091351628303528	RM
RND	0.0	0.6187273263931274	RM
RND	0.0	0.621907651424408	RM
RND	0.0	0.899959146976471	RM
RND	0.0	0.49306154251098633	RM
RND	0.0	0.6317353844642639	RM
RND	0.0	0.7792984247207642	RM
RND	0.0	0.7275879383087158	RM
RND	0.0	0.8996550440788269	RM
RND	0.0	0.7771782279014587	RM
RND	0.0	0.5038884878158569	RM
RND	0.0	0.08976130187511444	RM
RND	0.0	0.5366822481155396	RM
RND	0.0	0.9070583581924438	RM
RND	0.0	0.6777977347373962	RM
RND	0.0	0.902001142501831	RM
RND	0.0	0.07838690280914307	RM
RND	0.0	0.8845094442367554	RM
RND	0.0	0.5197727084159851	RM
RND	1.0	0.9207354784011841	RM
RND	1.0	0.9100040793418884	RM
RND	1.0	0.6426665782928467	RM
RND	1.0	0.6634081602096558	RM
RND	1.0	0.7266668677330017	RM
RND	1.0	0.8609264492988586	RM
RND	1.0	0.8736042976379395	RM
