alg	priorTime	CE	app
RND	0.0	0.8508103489875793	SK
RND	0.0	0.6085913777351379	SK
RND	0.0	0.7180898189544678	SK
RND	0.0	0.8539751768112183	SK
RND	1.0	0.4786728024482727	SK
RND	1.0	0.7872319221496582	SK
RND	1.0	0.6658603549003601	SK
RND	1.0	0.35992178320884705	SK
RND	1.0	0.8928599953651428	SK
RND	1.0	0.8704845905303955	SK
RND	1.0	0.7014392614364624	SK
RND	1.0	0.5661183595657349	SK
RND	1.0	0.7175858616828918	SK
RND	1.0	0.7713271975517273	SK
RND	1.0	0.6694484949111938	SK
RND	1.0	0.45111674070358276	SK
RND	1.0	0.8570593595504761	SK
RND	1.0	0.7561482191085815	SK
RND	1.0	0.796625554561615	SK
RND	1.0	0.6878124475479126	SK
RND	1.0	0.8265602588653564	SK
RND	1.0	0.8150902986526489	SK
RND	1.0	0.678459107875824	SK
RND	1.0	0.5627116560935974	SK
RND	1.0	0.584744393825531	SK
RND	1.0	0.8664126992225647	SK
RND	1.0	0.8409329056739807	SK
RND	1.0	0.7097645401954651	SK
RND	1.0	0.8140219449996948	SK
RND	1.0	0.6819061636924744	SK
RND	1.0	0.8724399209022522	SK
RND	1.0	0.7763465642929077	SK
RND	1.0	0.8216416835784912	SK
RND	1.0	0.6515077948570251	SK
RND	1.0	0.7874737977981567	SK
RND	1.0	0.9194081425666809	SK
RND	1.0	0.7430858016014099	SK
RND	1.0	0.49401307106018066	SK
RND	1.0	0.7234115600585938	SK
RND	1.0	0.9233793020248413	SK
RND	1.0	0.3158361613750458	SK
RND	1.0	0.6928116679191589	SK
RND	1.0	0.8523625135421753	SK
RND	1.0	0.3899371027946472	SK
RND	1.0	0.5085873007774353	SK
RND	1.0	0.7982381582260132	SK
RND	1.0	0.8609296679496765	SK
RND	1.0	0.45591437816619873	SK
RND	1.0	0.8417997360229492	SK
RND	1.0	0.6670295000076294	SK
RND	1.0	0.5452749729156494	SK
RND	1.0	0.7848532199859619	SK
RND	1.0	0.7887235879898071	SK
RND	1.0	0.7880986928939819	SK
RND	1.0	0.881894052028656	SK
RND	1.0	0.8068456649780273	SK
RND	1.0	0.8311966061592102	SK
RND	1.0	0.8475044369697571	SK
RND	1.0	0.9356353878974915	SK
RND	1.0	0.776528000831604	SK
RND	1.0	0.5197750329971313	SK
RND	1.0	0.8224883079528809	SK
RND	1.0	0.5931704640388489	SK
RND	1.0	0.2926342487335205	SK
RND	1.0	0.7084341049194336	SK
RND	1.0	0.6436461806297302	SK
RND	1.0	0.7959603071212769	SK
RND	1.0	0.8145661950111389	SK
RND	1.0	0.84325110912323	SK
RND	1.0	0.836296558380127	SK
RND	1.0	0.8625221848487854	SK
RND	1.0	0.684365451335907	SK
RND	1.0	0.6882559061050415	SK
RND	1.0	0.796625554561615	SK
RND	1.0	0.40142717957496643	SK
RND	1.0	0.7221415638923645	SK
RND	1.0	0.8318617939949036	SK
RND	1.0	0.643585741519928	SK
RND	1.0	0.858611524105072	SK
RND	1.0	0.5800879001617432	SK
RND	1.0	0.5229197144508362	SK
RND	1.0	0.7977745532989502	SK
RND	1.0	0.5907716751098633	SK
RND	1.0	0.8956418037414551	SK
RND	1.0	0.8505079746246338	SK
RND	1.0	0.532252848148346	SK
RND	1.0	0.4273504316806793	SK
RND	1.0	0.8006571531295776	SK
RND	1.0	0.8409329056739807	SK
RND	1.0	0.8461740016937256	SK
RND	1.0	0.7543339729309082	SK
RND	1.0	0.8020480275154114	SK
RND	1.0	0.3585308790206909	SK
RND	1.0	0.4764957129955292	SK
RND	1.0	0.4444444477558136	SK
RND	1.0	0.6419529318809509	SK
RND	1.0	0.7385502457618713	SK
RND	1.0	0.35240283608436584	SK
RND	1.0	0.5005442500114441	SK
RND	1.0	0.7313739657402039	SK
RND	1.0	0.7517537474632263	SK
RND	1.0	0.7192589640617371	SK
RND	1.0	0.7400217652320862	SK
RND	1.0	0.2906990945339203	SK
RND	1.0	0.37320592999458313	SK
RND	1.0	0.5271125435829163	SK
RND	1.0	0.7388526201248169	SK
RND	1.0	0.7968674302101135	SK
RND	1.0	0.7909611463546753	SK
RND	1.0	0.8255926370620728	SK
RND	1.0	0.6067569851875305	SK
RND	1.0	0.7413522005081177	SK
RND	1.0	0.5769633650779724	SK
RND	1.0	0.8203313946723938	SK
RND	1.0	0.824080765247345	SK
RND	1.0	0.7296000719070435	SK
RND	1.0	0.7031527161598206	SK
RND	1.0	0.7951338291168213	SK
RND	1.0	0.795597493648529	SK
RND	1.0	0.721899688243866	SK
RND	1.0	0.6701741814613342	SK
RND	1.0	0.8261772394180298	SK
RND	1.0	0.8254314064979553	SK
RND	1.0	0.6620504856109619	SK
RND	1.0	0.7930172681808472	SK
RND	1.0	0.6213917136192322	SK
RND	1.0	0.7737864851951599	SK
RND	1.0	0.5864779949188232	SK
RND	1.0	0.8582285046577454	SK
RND	1.0	0.7888042330741882	SK
RND	1.0	0.84859299659729	SK
RND	1.0	0.6817247271537781	SK
RND	1.0	0.8751814365386963	SK
RND	1.0	0.8457909822463989	SK
RND	1.0	0.3057369887828827	SK
RND	1.0	0.8005966544151306	SK
RND	2.0	0.8535316586494446	SK
RND	2.0	0.7283905744552612	SK
RND	2.0	0.41910579800605774	SK
RND	2.0	0.5818012952804565	SK
RND	2.0	0.518585741519928	SK
RND	2.0	0.6380422711372375	SK
RND	2.0	0.7382075190544128	SK
RND	2.0	0.8142235279083252	SK
RND	2.0	0.6733591556549072	SK
RND	2.0	0.7226858735084534	SK
RND	2.0	0.7568134069442749	SK
RND	2.0	0.8102322220802307	SK
RND	2.0	0.4527495503425598	SK
RND	2.0	0.84859299659729	SK
RND	2.0	0.8321036696434021	SK
RND	2.0	0.805656373500824	SK
RND	2.0	0.5412231683731079	SK
RND	2.0	0.543380081653595	SK
RND	2.0	0.6618489027023315	SK
RND	2.0	0.7752782106399536	SK
RND	2.0	0.6656990647315979	SK
RND	2.0	0.8529269695281982	SK
RND	2.0	0.7369779348373413	SK
RND	2.0	0.8635905385017395	SK
RND	2.0	0.5764796137809753	SK
RND	2.0	0.845851480960846	SK
RND	2.0	0.5675092935562134	SK
RND	2.0	0.756833553314209	SK
RND	2.0	0.870262861251831	SK
RND	2.0	0.7578818202018738	SK
RND	2.0	0.8111796379089355	SK
RND	2.0	0.5021569132804871	SK
RND	2.0	0.631833553314209	SK
RND	2.0	0.8876189589500427	SK
RND	2.0	0.8623407483100891	SK
RND	2.0	0.8667553663253784	SK
RND	2.0	0.8784268498420715	SK
RND	2.0	0.6905942559242249	SK
RND	2.0	0.6983954310417175	SK
RND	2.0	0.8880825638771057	SK
RND	2.0	0.8318617939949036	SK
RND	2.0	0.3656265139579773	SK
RND	2.0	0.8481898307800293	SK
RND	2.0	0.8977382779121399	SK
RND	2.0	0.8028745651245117	SK
RND	2.0	0.5149169564247131	SK
RND	2.0	0.6860385537147522	SK
RND	2.0	0.3339380621910095	SK
RND	2.0	0.6306644082069397	SK
RND	2.0	0.8118246793746948	SK
RND	2.0	0.5940372347831726	SK
RND	2.0	0.45617642998695374	SK
RND	2.0	0.8539751768112183	SK
RND	2.0	0.8577446937561035	SK
RND	2.0	0.37753990292549133	SK
RND	2.0	0.6842646598815918	SK
RND	2.0	0.751632809638977	SK
RND	2.0	0.6180051565170288	SK
RND	2.0	0.5705329775810242	SK
RND	2.0	0.8014231324195862	SK
RND	2.0	0.3820956349372864	SK
RND	2.0	0.9349903464317322	SK
RND	2.0	0.7780196666717529	SK
RND	3.0	0.5305998921394348	SK
RND	3.0	0.5908522605895996	SK
RND	3.0	0.672210156917572	SK
RND	3.0	0.8230124115943909	SK
RND	3.0	0.8436139225959778	SK
RND	3.0	0.8533905744552612	SK
RND	3.0	0.7423802614212036	SK
RND	3.0	0.8186985850334167	SK
RND	3.0	0.5987945199012756	SK
RND	3.0	0.7848129272460938	SK
RND	3.0	0.7414328455924988	SK
RND	3.0	0.8703435063362122	SK
RND	3.0	0.34663763642311096	SK
RND	3.0	0.789731502532959	SK
RND	3.0	0.8685696125030518	SK
RND	3.0	0.7818496823310852	SK
RND	3.0	0.32198435068130493	SK
RND	3.0	0.59639573097229	SK
RND	3.0	0.8033784627914429	SK
RND	3.0	0.7739275693893433	SK
RND	3.0	0.9255160689353943	SK
RND	3.0	0.45758748054504395	SK
RND	3.0	0.801906943321228	SK
RND	3.0	0.6981938481330872	SK
RND	3.0	0.8587727546691895	SK
RND	3.0	0.7353249192237854	SK
RND	3.0	0.542412519454956	SK
RND	3.0	0.6820472478866577	SK
RND	3.0	0.3242017328739166	SK
RND	3.0	0.6602765917778015	SK
RND	3.0	0.7798943519592285	SK
RND	3.0	0.8275278210639954	SK
RND	3.0	0.8868730664253235	SK
RND	3.0	0.5957909822463989	SK
RND	3.0	0.4408966302871704	SK
RND	3.0	0.8665134906768799	SK
RND	3.0	0.5349540114402771	SK
RND	3.0	0.866029679775238	SK
RND	3.0	0.7638283967971802	SK
RND	3.0	0.798258364200592	SK
RND	3.0	0.7541525363922119	SK
RND	3.0	0.3529471158981323	SK
RND	3.0	0.6010925769805908	SK
RND	3.0	0.4359579086303711	SK
RND	3.0	0.3493388295173645	SK
RND	3.0	0.8546000719070435	SK
RND	3.0	0.8654047846794128	SK
RND	3.0	0.8072488307952881	SK
RND	3.0	0.8279914259910583	SK
RND	3.0	0.544025182723999	SK
RND	3.0	0.850084662437439	SK
RND	3.0	0.7477020025253296	SK
RND	3.0	0.8273060917854309	SK
RND	3.0	0.6091759204864502	SK
RND	3.0	0.872339129447937	SK
RND	3.0	0.9155378341674805	SK
RND	3.0	0.7035155892372131	SK
RND	3.0	0.8073899149894714	SK
RND	3.0	0.7181301116943359	SK
RND	3.0	0.7109538912773132	SK
RND	3.0	0.5331599712371826	SK
RND	3.0	0.8709684014320374	SK
RND	3.0	0.8858047127723694	SK
RND	3.0	0.5363852381706238	SK
RND	3.0	0.6009111404418945	SK
RND	3.0	0.3629454970359802	SK
RND	3.0	0.791827917098999	SK
RND	3.0	0.7677794098854065	SK
RND	3.0	0.4967948794364929	SK
RND	3.0	0.6887195706367493	SK
RND	3.0	0.9229559898376465	SK
RND	3.0	0.7866876125335693	SK
RND	3.0	0.795012891292572	SK
RND	3.0	0.39556118845939636	SK
RND	3.0	0.6725729703903198	SK
RND	3.0	0.5442872047424316	SK
